ka_full,category,system_number,system_name,ka_no,statement,ro_imp,sro_imp,status
028 K6.01,system,028,(SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM,K6.01,"(028K6.01) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM (CFR: 41.7 / 45.7): Hydrogen recombiner components",2.6,2.6,active
029 A1.01,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,A1.01,"(029A1.01) Ability to predict and/or monitor changes in parameters associated with operation of the (SF8 CPS) CONTAINMENT PURGE SYSTEM, including (CFR: 41.5 / 45.5 / 45.8): Containment temperature",2.8,2.8,active
029 A1.02,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,A1.02,"(029A1.02) Ability to predict and/or monitor changes in parameters associated with operation of the (SF8 CPS) CONTAINMENT PURGE SYSTEM, including (CFR: 41.5 / 45.5 / 45.8): Radiation levels",3.2,3.2,active
029 A1.03,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,A1.03,"(029A1.03) Ability to predict and/or monitor changes in parameters associated with operation of the (SF8 CPS) CONTAINMENT PURGE SYSTEM, including (CFR: 41.5 / 45.5 / 45.8): Containment pressure",3.3,3.3,active
029 A2.01,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,A2.01,"(029A2.01) Ability to (a) predict the impacts of the following on the (SF8 CPS) CONTAINMENT PURGE SYSTEM and (b) based on those predictions, use procedures to correct, control, or mitigate the consequences of those abnormal operations (CFR: 41.5 / 43.5 / 45.3 / 45.8 / 45.13): Maintenance or other activity taking place inside containment",2.3,2.8,active
029 A2.02,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,A2.02,"(029A2.02) Ability to (a) predict the impacts of the following on the (SF8 CPS) CONTAINMENT PURGE SYSTEM and (b) based on those predictions, use procedures to correct, control, or mitigate the consequences of those abnormal operations (CFR: 41.5 / 43.5 / 45.3 / 45.8 / 45.13): Adverse environmental conditions affecting radioactive release",3,3,active
029 A2.03,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,A2.03,DELETED,0,0,deleted
029 A2.04,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,A2.04,DELETED,0,0,deleted
029 A2.05,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,A2.05,"(029A2.05) Ability to (a) predict the impacts of the following on the (SF8 CPS) CONTAINMENT PURGE SYSTEM and (b) based on those predictions, use procedures to correct, control, or mitigate the consequences of those abnormal operations (CFR: 41.5 / 43.5 / 45.3 / 45.8 / 45.13): ESFAS actuation",3.4,3.6,active
029 A2.06,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,A2.06,"(029A2.06) Ability to (a) predict the impacts of the following on the (SF8 CPS) CONTAINMENT PURGE SYSTEM and (b) based on those predictions, use procedures to correct, control, or mitigate the consequences of those abnormal operations (CFR: 41.5 / 43.5 / 45.3 / 45.8 / 45.13): CPS component malfunction",2.9,3,active
029 A3.01,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,A3.01,"(029A3.01) Ability to monitor automatic features of the (SF8 CPS) CONTAINMENT PURGE SYSTEM, including (CFR: 41.7 / 45.5 / 45.8): CPS isolation",3.4,3.4,active
029 A3.02,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,A3.02,"(029A3.02) Ability to monitor automatic features of the (SF8 CPS) CONTAINMENT PURGE SYSTEM, including (CFR: 41.7 / 45.5 / 45.8): CPS valve operation",3.1,3.1,active
029 A4.01,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,A4.01,(029A4.01) Ability to manually operate and/or monitor the (SF8 CPS) CONTAINMENT PURGE SYSTEM in the control room (CFR: 41.7 / 45.5 / 45.8): Containment purge flow rate,2.7,2.7,active
029 A4.02,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,A4.02,DELETED,0,0,deleted
029 A4.03,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,A4.03,(029A4.03) Ability to manually operate and/or monitor the (SF8 CPS) CONTAINMENT PURGE SYSTEM in the control room (CFR: 41.7 / 45.5 / 45.8): Inlet filtration and heating system,2.5,2.5,active
029 A4.04,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,A4.04,DELETED,0,0,deleted
029 A4.05,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,A4.05,(029A4.05) Ability to manually operate and/or monitor the (SF8 CPS) CONTAINMENT PURGE SYSTEM in the control room (CFR: 41.7 / 45.5 / 45.8): Manual isolation of the CPS,3.1,3.1,active
029 K1.01,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K1.01,(029K1.01) Knowledge of the physical connections and/or cause and effect relationships between the (SF8 CPS) CONTAINMENT PURGE SYSTEM and the following systems (CFR: 41.7 to 41.9 / 45.8): PRMS,3.4,3.4,active
029 K1.02,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K1.02,(029K1.02) Knowledge of the physical connections and/or cause and effect relationships between the (SF8 CPS) CONTAINMENT PURGE SYSTEM and the following systems (CFR: 41.7 to 41.9 / 45.8): ARM,3.3,3.3,active
029 K1.03,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K1.03,(029K1.03) Knowledge of the physical connections and/or cause and effect relationships between the (SF8 CPS) CONTAINMENT PURGE SYSTEM and the following systems (CFR: 41.7 to 41.9 / 45.8): ESFAS,3.5,3.5,active
029 K1.04,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K1.04,DELETED,0,0,deleted
029 K1.05,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K1.05,(029K1.05) Knowledge of the physical connections and/or cause and effect relationships between the (SF8 CPS) CONTAINMENT PURGE SYSTEM and the following systems (CFR: 41.7 to 41.9 / 45.8): Containment air cleanup and recirculation system,2.9,2.9,active
029 K1.06,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K1.06,(029K1.06) Knowledge of the physical connections and/or cause and effect relationships between the (SF8 CPS) CONTAINMENT PURGE SYSTEM and the following systems (CFR: 41.7 to 41.9 / 45.8): CNT,3.3,3.3,active
029 K2.01,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K2.01,DELETED,0,0,deleted
029 K2.02,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K2.02,DELETED,0,0,deleted
029 K2.03,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K2.03,DELETED,0,0,deleted
029 K2.04,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K2.04,DELETED,0,0,deleted
029 K2.05,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K2.05,DELETED,0,0,deleted
029 K3.01,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K3.01,(029K3.01) Knowledge of the effect that a loss or malfunction of the (SF8 CPS) CONTAINMENT PURGE SYSTEM will have on the following systems or system parameters (CFR: 41.7 / 45.6 / 45.8): CNT,3.1,3.1,active
029 K3.02,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K3.02,DELETED,0,0,deleted
029 K4.01,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K4.01,(029K4.01) Knowledge of (SF8 CPS) CONTAINMENT PURGE SYSTEM design features and/or interlocks that provide for the following (CFR: 41.7): Use of filters for purging to the atmosphere,3,3,active
029 K4.02,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K4.02,(029K4.02) Knowledge of (SF8 CPS) CONTAINMENT PURGE SYSTEM design features and/or interlocks that provide for the following (CFR: 41.7): Negative pressure in containment,3,3,active
029 K4.03,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K4.03,(029K4.03) Knowledge of (SF8 CPS) CONTAINMENT PURGE SYSTEM design features and/or interlocks that provide for the following (CFR: 41.7): Automatic purge isolation,3.6,3.6,active
029 K4.04,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K4.04,(029K4.04) Knowledge of (SF8 CPS) CONTAINMENT PURGE SYSTEM design features and/or interlocks that provide for the following (CFR: 41.7): Prevention of damage to fans from lack of flow rate,2.6,2.6,active
029 K4.05,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K4.05,(029K4.05) Knowledge of (SF8 CPS) CONTAINMENT PURGE SYSTEM design features and/or interlocks that provide for the following (CFR: 41.7): Temperature limits on dampers,2.3,2.3,active
029 K5.01,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K5.01,DELETED,0,0,deleted
029 K5.02,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K5.02,DELETED,0,0,deleted
029 K5.03,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K5.03,(029K5.03) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF8 CPS) CONTAINMENT PURGE SYSTEM (CFR: 41.5 / 45.8): Containment entry,2.9,2.9,active
029 K6.01,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K6.01,DELETED,0,0,deleted
029 K6.02,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K6.02,DELETED,0,0,deleted
029 K6.03,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K6.03,DELETED,0,0,deleted
029 K6.04,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K6.04,DELETED,0,0,deleted
029 K6.05,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K6.05,DELETED,0,0,deleted
029 K6.06,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K6.06,DELETED,0,0,deleted
029 K6.07,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K6.07,DELETED,0,0,deleted
029 K6.08,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K6.08,"(029K6.08) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF8 CPS) CONTAINMENT PURGE SYSTEM (CFR: 41.7 / 45.8): CPS components",3,3,active
029 K6.09,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K6.09,"(029K6.09) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF8 CPS) CONTAINMENT PURGE SYSTEM (CFR: 41.7 / 45.8): ESFAS",3.5,3.5,active
029 K6.10,system,029,(SF8 CPS) CONTAINMENT PURGE SYSTEM,K6.10,"(029K6.10) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF8 CPS) CONTAINMENT PURGE SYSTEM (CFR: 41.7 / 45.8): Containment air cleanup and recirculation system",2.6,2.6,active
033 A1.01,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,A1.01,"(033A1.01) Ability to predict and/or monitor changes in parameters associated with operation of the (SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM, including (CFR: 41.5 / 45.5): Spent fuel pool water level",3.7,3.7,active
033 A1.02,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,A1.02,"(033A1.02) Ability to predict and/or monitor changes in parameters associated with operation of the (SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM, including (CFR: 41.5 / 45.5): Radiation levels",3.5,3.5,active
033 A1.03,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,A1.03,"(033A1.03) Ability to predict and/or monitor changes in parameters associated with operation of the (SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM, including (CFR: 41.5 / 45.5): Lights and alarms",3.1,3.1,active
033 A1.04,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,A1.04,"(033A1.04) Ability to predict and/or monitor changes in parameters associated with operation of the (SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM, including (CFR: 41.5 / 45.5): Spent fuel pool temperature",3.5,3.5,active
033 A1.05,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,A1.05,"(033A1.05) Ability to predict and/or monitor changes in parameters associated with operation of the (SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM, including (CFR: 41.5 / 45.5): Boron concentration",3.4,3.4,active
033 A2.01,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,A2.01,"(033A2.01) Ability to (a) predict the impacts of the following on the (SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM and (b) based on those predictions, use procedures to correct, control, or mitigate the consequences of those abnormal operations (CFR: 41.5 / 45.6): Inadequate SDM",3.8,3.6,active
033 A2.02,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,A2.02,"(033A2.02) Ability to (a) predict the impacts of the following on the (SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM and (b) based on those predictions, use procedures to correct, control, or mitigate the consequences of those abnormal operations (CFR: 41.5 / 43.5 / 45.3 / 45.13): SFPCS malfunction",3.8,3.2,active
033 A2.03,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,A2.03,"(033A2.03) Ability to (a) predict the impacts of the following on the (SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM and (b) based on those predictions, use procedures to correct, control, or mitigate the consequences of those abnormal operations (CFR: 41.5 / 43.5 / 45.3 / 45.13): Abnormal water level",3.9,3.7,active
033 A2.04,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,A2.04,"(033A2.04) Ability to (a) predict the impacts of the following on the (SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM and (b) based on those predictions, use procedures to correct, control, or mitigate the consequences of those abnormal operations (CFR: 41.5 / 43.5 / 45.3 / 45.13): Station blackout",3.4,3.5,active
033 A3.01,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,A3.01,DELETED,0,0,deleted
033 A3.02,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,A3.02,DELETED,0,0,deleted
033 A4.01,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,A4.01,(033A4.01) Ability to manually operate and/or monitor the (SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM in the control room (CFR: 41.7 / 45.5 to 45.8): SFPCS pumps,3,3,active
033 A4.02,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,A4.02,(033A4.02) Ability to manually operate and/or monitor the (SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM in the control room (CFR: 41.7 / 45.5 to 45.8): SFPCS valves,2.9,2.9,active
033 A4.03,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,A4.03,(033A4.03) Ability to manually operate and/or monitor the (SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM in the control room (CFR: 41.7 / 45.5 to 45.8): Support systems for fill and transfer of SFPCS water,3,3,active
033 A4.04,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,A4.04,DELETED,0,0,deleted
033 A4.05,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,A4.05,DELETED,0,0,deleted
033 A4.06,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,A4.06,DELETED,0,0,deleted
033 K1.01,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,K1.01,(033K1.01) Knowledge of the physical connections and/or cause and effect relationships between the (SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM and the following systems (CFR: 41.2 to 41.9 / 45.7 / 45.8): RCS,2.9,2.9,active
033 K1.02,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,K1.02,(033K1.02) Knowledge of the physical connections and/or cause and effect relationships between the (SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM and the following systems (CFR: 41.2 to 41.9 / 45.7 / 45.8): RHRS,3,3,active
033 K1.03,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,K1.03,(033K1.03) Knowledge of the physical connections and/or cause and effect relationships between the (SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM and the following systems (CFR: 41.2 to 41.9 / 45.7 / 45.8): ECCS,2.6,2.6,active
033 K1.04,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,K1.04,(033K1.04) Knowledge of the physical connections and/or cause and effect relationships between the (SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM and the following systems (CFR: 41.2 to 41.9 / 45.7 / 45.8): RWST,3.1,3.1,active
033 K1.05,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,K1.05,DELETED,0,0,deleted
033 K1.06,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,K1.06,DELETED,0,0,deleted
033 K1.07,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,K1.07,(033K1.07) Knowledge of the physical connections and/or cause and effect relationships between the (SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM and the following systems (CFR: 41.2 to 41.9 / 45.7 / 45.8): Emergency makeup water systems,3.6,3.6,active
033 K1.08,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,K1.08,(033K1.08) Knowledge of the physical connections and/or cause and effect relationships between the (SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM and the following systems (CFR: 41.2 to 41.9 / 45.7 / 45.8): LRS,2.6,2.6,active
033 K1.09,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,K1.09,(033K1.09) Knowledge of the physical connections and/or cause and effect relationships between the (SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM and the following systems (CFR: 41.2 to 41.9 / 45.7 / 45.8): RMS,3.1,3.1,active
033 K1.10,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,K1.10,(033K1.10) Knowledge of the physical connections and/or cause and effect relationships between the (SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM and the following systems (CFR: 41.2 to 41.9 / 45.7 / 45.8): PVS,2.6,2.6,active
033 K1.11,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,K1.11,(033K1.11) Knowledge of the physical connections and/or cause and effect relationships between the (SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM and the following systems (CFR: 41.2 to 41.9 / 45.7 / 45.8): CCWS,3.4,3.4,active
033 K1.12,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,K1.12,(033K1.12) Knowledge of the physical connections and/or cause and effect relationships between the (SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM and the following systems (CFR: 41.2 to 41.9 / 45.7 / 45.8): CVCS,2.7,2.7,active
033 K2.01,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,K2.01,(033K2.01) Knowledge of electrical power supplies to the following: (SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM (CFR: 41.7) Spent fuel pool cooling pumps,3.1,3.1,active
033 K3.01,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,K3.01,(033K3.01) Knowledge of the effect that a loss or malfunction of the (SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM will have on the following systems or system parameters (CFR: 41.7 / 45.6): PVS,2.5,2.5,active
033 K3.02,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,K3.02,(033K3.02) Knowledge of the effect that a loss or malfunction of the (SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM will have on the following systems or system parameters (CFR: 41.7 / 45.6): RMS,2.9,2.9,active
033 K3.03,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,K3.03,DELETED,0,0,deleted
033 K3.04,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,K3.04,(033K3.04) Knowledge of the effect that a loss or malfunction of the (SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM will have on the following systems or system parameters (CFR: 41.7 / 45.6): RCS,2.6,2.6,active
033 K4.01,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,K4.01,(033K4.01) Knowledge of (SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM design features and/or interlocks that provide for the following (CFR: 41.7): Maintaining spent fuel level at specified levels,3.6,3.6,active
033 K4.02,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,K4.02,(033K4.02) Knowledge of (SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM design features and/or interlocks that provide for the following (CFR: 41.7): Maintaining cleanliness of spent fuel pool water,2.9,2.9,active
033 K4.03,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,K4.03,DELETED,0,0,deleted
033 K4.04,system,033,(SF8 SFPCS) SPENT FUEL POOL COOLING SYSTEM,K4.04,DELETED,0,0,deleted
